,Attrition,Gender,OverTime,MaritalStatus,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel,Education,EducationField,JobLevel,JobRole,Department,StockOptionLevel
1020,0,Male,No,Married,1,Very High,3,2,High,High,0,3,Technical Degree,1,Research Scientist,Research & Development,1
1021,1,Male,No,Married,1,Low,1,3,Medium,High,0,2,Life Sciences,1,Sales Representative,Sales,0
1022,0,Male,No,Single,3,High,1,1,Very High,High,Non-Travel,2,Technical Degree,1,Laboratory Technician,Research & Development,0
1023,0,Female,No,Married,1,Low,4,4,High,Very High,0,2,Life Sciences,1,Research Scientist,Research & Development,1
1024,0,Female,No,Married,1,High,2,4,High,High,0,4,Medical,4,Research Director,Research & Development,2
1025,0,Female,Yes,Married,4,High,3,3,High,High,0,1,Medical,2,Sales Executive,Sales,2
1026,0,Male,No,Married,4,Very High,3,2,High,High,0,5,Marketing,2,Sales Executive,Sales,1
1027,0,Female,No,Married,4,Medium,1,2,Medium,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,1
1028,0,Male,Yes,Married,2,High,1,2,Very High,High,0,5,Medical,1,Research Scientist,Research & Development,0
1029,0,Male,No,Divorced,3,High,3,4,High,High,Non-Travel,4,Other,2,Laboratory Technician,Research & Development,2
1030,0,Male,No,Divorced,1,Very High,1,3,High,High,0,2,Life Sciences,3,Sales Executive,Sales,1
1031,1,Male,No,Divorced,1,Very High,1,4,High,High,0,3,Marketing,3,Sales Executive,Sales,1
1032,1,Female,Yes,Single,1,Low,2,4,Medium,Very High,Non-Travel,3,Life Sciences,1,Laboratory Technician,Research & Development,0
1033,1,Female,No,Single,3,Medium,1,3,Very High,High,1,5,Life Sciences,3,Manufacturing Director,Research & Development,0
1034,0,Male,Yes,Divorced,2,Low,2,3,Low,High,0,3,Medical,3,Healthcare Representative,Research & Development,1
1035,0,Female,No,Single,4,Medium,4,3,Very High,High,0,2,Medical,1,Human Resources,Human Resources,0
1036,1,Male,Yes,Married,2,Very High,3,1,High,High,1,3,Life Sciences,1,Laboratory Technician,Research & Development,1
1037,0,Male,Yes,Married,2,Very High,4,4,High,High,0,3,Technical Degree,3,Manufacturing Director,Research & Development,2
1038,0,Male,No,Divorced,3,Low,1,3,High,High,0,3,Marketing,2,Sales Executive,Sales,3
1039,1,Female,No,Married,1,High,4,3,High,High,0,4,Technical Degree,1,Human Resources,Human Resources,0
1040,0,Male,No,Divorced,4,Medium,3,3,Medium,High,Non-Travel,1,Medical,3,Research Director,Research & Development,1
1041,0,Male,No,Single,4,Low,4,3,High,High,0,3,Medical,2,Sales Executive,Sales,0
1042,0,Male,No,Single,3,High,4,3,Medium,High,Non-Travel,3,Life Sciences,1,Laboratory Technician,Research & Development,0
1043,0,Male,No,Single,4,Medium,2,2,Very High,High,0,3,Medical,4,Research Director,Research & Development,0
1044,0,Male,No,Married,1,High,2,2,High,High,0,4,Technical Degree,2,Healthcare Representative,Research & Development,1
1045,0,Male,No,Divorced,3,High,3,4,High,High,0,3,Medical,1,Research Scientist,Research & Development,1
1046,0,Male,No,Single,4,Medium,3,2,High,High,0,3,Life Sciences,1,Research Scientist,Research & Development,0
1047,0,Male,No,Married,4,Low,1,3,High,High,1,3,Medical,2,Sales Executive,Sales,2
1048,0,Male,No,Single,4,Low,4,3,Low,High,0,3,Other,2,Sales Executive,Sales,0
1049,0,Male,No,Married,4,High,3,2,High,High,0,1,Life Sciences,2,Sales Executive,Sales,2
1050,0,Female,No,Single,1,Very High,3,3,High,High,1,2,Medical,1,Laboratory Technician,Research & Development,0
1051,0,Female,No,Married,1,High,3,2,High,High,1,5,Marketing,2,Sales Executive,Sales,1
1052,0,Male,No,Divorced,3,High,2,2,High,High,Non-Travel,3,Technical Degree,1,Research Scientist,Research & Development,2
1053,0,Male,No,Married,2,High,1,2,Very High,Very High,0,2,Life Sciences,2,Research Scientist,Research & Development,1
1054,0,Male,No,Divorced,3,Medium,2,3,High,High,0,4,Life Sciences,3,Healthcare Representative,Research & Development,2
1055,0,Male,No,Divorced,2,Low,4,2,High,High,1,3,Medical,4,Research Director,Research & Development,2
1056,1,Male,No,Married,1,High,4,4,High,High,1,3,Technical Degree,1,Sales Representative,Sales,1
1057,1,Female,No,Single,1,Medium,1,1,High,High,1,3,Technical Degree,2,Sales Executive,Sales,0
1058,1,Female,Yes,Single,1,Medium,3,4,Medium,Very High,0,4,Medical,2,Sales Executive,Sales,0
1059,0,Male,No,Married,4,High,1,3,High,High,0,1,Life Sciences,1,Sales Representative,Sales,1
1060,1,Male,Yes,Single,2,Low,3,2,High,High,1,3,Medical,1,Laboratory Technician,Research & Development,0
1061,0,Female,No,Married,4,Medium,3,3,High,High,Non-Travel,2,Life Sciences,1,Sales Representative,Sales,1
1062,0,Male,Yes,Single,2,High,2,2,High,High,1,1,Medical,3,Manufacturing Director,Research & Development,0
1063,0,Male,No,Divorced,3,High,3,3,Medium,High,0,3,Life Sciences,2,Sales Executive,Sales,2
1064,0,Male,No,Divorced,3,High,1,4,High,Very High,0,3,Life Sciences,1,Human Resources,Human Resources,1
1065,0,Male,Yes,Married,4,High,2,3,High,High,0,4,Life Sciences,2,Healthcare Representative,Research & Development,0
1066,0,Female,No,Married,1,Medium,4,3,Medium,High,0,4,Medical,1,Laboratory Technician,Research & Development,0
1067,0,Female,Yes,Married,3,High,3,2,High,High,0,3,Medical,2,Sales Executive,Sales,1
1068,1,Male,No,Single,3,Low,3,2,Medium,High,1,2,Medical,1,Laboratory Technician,Research & Development,0
1069,0,Male,No,Divorced,1,High,4,1,Medium,High,0,3,Life Sciences,1,Research Scientist,Research & Development,1
1070,0,Male,No,Single,3,Low,4,3,High,High,1,3,Life Sciences,2,Sales Executive,Sales,0
1071,0,Female,No,Married,3,Low,1,3,Medium,Very High,0,2,Medical,2,Laboratory Technician,Research & Development,1
1072,0,Female,No,Married,4,Medium,3,3,High,High,1,1,Life Sciences,1,Laboratory Technician,Research & Development,3
1073,0,Male,No,Married,3,Medium,2,2,Low,High,0,1,Life Sciences,2,Manufacturing Director,Research & Development,2
1074,0,Male,Yes,Single,4,High,1,3,High,High,0,5,Life Sciences,2,Healthcare Representative,Research & Development,0
1075,0,Male,No,Single,3,Very High,2,4,High,Very High,0,3,Medical,3,Manager,Research & Development,0
1076,0,Female,No,Divorced,2,Very High,1,3,High,Very High,1,4,Medical,4,Manager,Research & Development,1
1077,1,Male,No,Single,1,Low,3,1,Medium,High,0,4,Technical Degree,1,Research Scientist,Research & Development,0
1078,0,Male,No,Married,4,Low,3,4,High,High,0,3,Life Sciences,4,Research Director,Research & Development,1
1079,0,Female,No,Single,2,Medium,4,3,High,High,0,3,Life Sciences,3,Manufacturing Director,Research & Development,0
1080,0,Female,No,Married,3,Medium,4,4,High,High,0,3,Life Sciences,4,Manager,Sales,1
1081,0,Female,No,Single,4,Medium,4,1,Medium,High,0,3,Life Sciences,3,Healthcare Representative,Research & Development,0
1082,0,Male,No,Single,1,High,2,3,High,High,0,1,Life Sciences,2,Laboratory Technician,Research & Development,0
1083,1,Male,No,Single,4,Low,2,1,High,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,0
1084,0,Male,Yes,Married,4,High,4,3,Medium,High,0,3,Technical Degree,3,Sales Executive,Sales,0
1085,1,Female,No,Single,4,High,1,1,High,High,1,3,Life Sciences,1,Research Scientist,Research & Development,0
1086,0,Male,Yes,Single,3,Very High,4,3,Low,High,1,5,Medical,4,Research Director,Research & Development,0
1087,0,Male,Yes,Married,2,High,2,3,High,Very High,0,2,Technical Degree,1,Sales Representative,Sales,1
1088,0,Male,No,Married,3,Medium,2,3,Medium,High,0,3,Medical,1,Laboratory Technician,Research & Development,1
1089,0,Male,No,Married,1,Very High,1,3,High,High,0,3,Medical,2,Research Scientist,Research & Development,0
1090,0,Female,No,Married,3,Low,3,3,Low,High,0,1,Other,2,Healthcare Representative,Research & Development,1
1091,0,Male,No,Single,4,Medium,4,3,Medium,High,0,3,Life Sciences,2,Manufacturing Director,Research & Development,0
1092,0,Male,No,Married,4,Very High,4,3,High,Very High,0,3,Technical Degree,1,Research Scientist,Research & Development,1
1093,0,Male,Yes,Married,4,Very High,3,1,High,High,1,3,Life Sciences,3,Healthcare Representative,Research & Development,1
1094,0,Male,No,Married,1,Low,4,4,High,High,0,2,Medical,2,Sales Executive,Sales,0
1095,0,Male,Yes,Married,2,High,2,3,High,High,0,4,Life Sciences,2,Laboratory Technician,Research & Development,1
1096,0,Male,Yes,Single,3,Very High,4,3,High,Very High,0,2,Medical,4,Manager,Human Resources,0
1097,0,Male,No,Divorced,3,Low,2,3,Medium,High,0,2,Technical Degree,1,Laboratory Technician,Research & Development,3
1098,0,Male,Yes,Divorced,4,Very High,3,3,High,High,Non-Travel,2,Life Sciences,2,Healthcare Representative,Research & Development,0
1099,0,Male,No,Divorced,1,Medium,1,3,High,High,0,4,Technical Degree,3,Healthcare Representative,Research & Development,3
1100,0,Female,No,Married,2,High,1,3,Medium,Very High,0,4,Life Sciences,1,Sales Representative,Sales,2
1101,0,Female,No,Married,4,Medium,1,3,Medium,High,0,2,Life Sciences,2,Research Scientist,Research & Development,1
1102,0,Male,Yes,Single,3,Very High,4,2,High,Very High,0,4,Life Sciences,1,Sales Representative,Sales,0
1103,0,Female,No,Divorced,3,High,3,3,High,High,0,4,Life Sciences,2,Sales Executive,Sales,1
1104,0,Male,No,Married,3,High,1,2,Very High,High,0,3,Life Sciences,1,Research Scientist,Research & Development,2
1105,0,Male,No,Married,1,Low,4,1,High,High,0,4,Life Sciences,2,Sales Executive,Sales,1
1106,1,Male,No,Married,2,Low,4,3,Medium,High,0,3,Life Sciences,2,Sales Executive,Sales,1
1107,0,Male,No,Married,3,High,3,3,High,High,1,4,Human Resources,2,Human Resources,Human Resources,0
1108,0,Male,No,Single,4,Low,2,3,Medium,High,0,3,Medical,1,Laboratory Technician,Research & Development,0
1109,0,Male,No,Married,3,Medium,2,3,High,High,0,4,Technical Degree,3,Sales Executive,Sales,1
1110,1,Female,Yes,Divorced,1,Low,4,3,High,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,1
1111,1,Female,No,Married,3,Very High,2,3,Medium,High,0,5,Technical Degree,3,Manufacturing Director,Research & Development,1
1112,1,Male,No,Married,3,Medium,1,3,High,High,0,3,Medical,2,Manufacturing Director,Research & Development,2
1113,0,Male,No,Married,4,Low,2,2,High,High,Non-Travel,4,Technical Degree,2,Research Scientist,Research & Development,1
1114,0,Female,No,Married,3,Low,4,2,High,High,0,4,Other,1,Research Scientist,Research & Development,1
1115,0,Male,No,Single,1,Very High,3,1,High,High,0,4,Medical,1,Research Scientist,Research & Development,0
1116,0,Male,No,Married,3,Very High,3,3,Medium,Very High,0,5,Marketing,5,Manager,Sales,1
1117,0,Male,No,Married,2,Very High,2,2,High,High,0,4,Life Sciences,2,Research Scientist,Research & Development,1
1118,0,Female,No,Married,1,Very High,1,3,High,Very High,0,3,Life Sciences,1,Research Scientist,Research & Development,0
1119,0,Male,No,Married,3,Medium,4,3,High,High,0,3,Life Sciences,2,Sales Executive,Sales,1
1120,0,Female,No,Single,2,Medium,2,4,High,High,0,3,Life Sciences,2,Sales Executive,Sales,0
1121,0,Female,No,Single,2,High,1,3,High,High,0,4,Life Sciences,2,Sales Executive,Sales,0
1122,0,Male,Yes,Single,2,Low,4,3,High,High,0,1,Medical,1,Laboratory Technician,Research & Development,0
1123,0,Female,Yes,Single,1,High,3,3,High,High,0,4,Medical,2,Healthcare Representative,Research & Development,0
1124,0,Male,No,Married,4,High,1,3,Very High,High,0,3,Medical,3,Sales Executive,Sales,1
1125,0,Male,No,Divorced,1,Very High,4,4,High,High,1,1,Life Sciences,2,Healthcare Representative,Research & Development,1
1126,0,Male,Yes,Married,3,High,3,3,High,High,0,3,Marketing,5,Manager,Sales,1
1127,0,Male,No,Married,4,High,4,3,Very High,High,0,3,Technical Degree,1,Research Scientist,Research & Development,1
1128,0,Male,Yes,Married,1,Low,4,3,Very High,High,1,4,Life Sciences,2,Laboratory Technician,Research & Development,1
1129,0,Male,No,Single,4,Very High,4,3,Medium,Very High,0,2,Other,5,Manager,Research & Development,0
1130,0,Male,No,Married,2,High,4,2,Very High,High,0,3,Life Sciences,2,Laboratory Technician,Research & Development,2
1131,0,Male,No,Married,4,High,2,2,Medium,High,1,4,Technical Degree,2,Healthcare Representative,Research & Development,1
1132,0,Female,No,Married,4,Low,3,3,High,High,0,2,Life Sciences,2,Sales Executive,Sales,1
1133,0,Male,No,Divorced,4,Medium,3,3,Very High,High,0,3,Technical Degree,1,Laboratory Technician,Research & Development,1
1134,0,Male,No,Married,3,Very High,4,2,Medium,High,0,2,Life Sciences,1,Laboratory Technician,Research & Development,1
1135,0,Male,No,Single,4,Low,2,1,Very High,High,0,4,Life Sciences,4,Manager,Sales,0
1136,1,Male,Yes,Married,3,Medium,3,3,High,High,0,3,Medical,1,Laboratory Technician,Research & Development,3
1137,0,Female,Yes,Married,2,High,2,2,Medium,High,Non-Travel,2,Other,1,Research Scientist,Research & Development,0
1138,0,Male,Yes,Married,2,High,3,3,High,High,1,5,Medical,4,Healthcare Representative,Research & Development,1
1139,0,Female,No,Married,2,Very High,4,3,Very High,High,0,4,Other,1,Research Scientist,Research & Development,2
1140,0,Female,Yes,Divorced,2,Very High,4,2,High,High,0,3,Medical,5,Research Director,Research & Development,1
1141,0,Male,No,Married,2,Medium,2,2,Medium,High,0,3,Medical,1,Research Scientist,Research & Development,1
1142,0,Female,Yes,Single,3,Low,1,3,Low,High,0,5,Medical,2,Laboratory Technician,Research & Development,0
1143,0,Male,No,Married,1,Low,1,3,Medium,High,Non-Travel,3,Marketing,2,Sales Executive,Sales,1
1144,0,Male,No,Single,4,Low,4,3,High,High,1,4,Other,2,Sales Executive,Sales,0
1145,0,Female,Yes,Married,3,High,2,3,High,High,0,4,Life Sciences,2,Manufacturing Director,Research & Development,2
1146,0,Male,No,Divorced,3,Very High,1,3,Very High,High,1,4,Life Sciences,2,Manufacturing Director,Research & Development,1
1147,0,Female,No,Married,3,Low,4,2,High,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,1
1148,0,Male,No,Married,2,Low,4,3,High,High,0,5,Medical,2,Manufacturing Director,Research & Development,3
1149,0,Male,No,Divorced,4,Low,1,3,Medium,High,0,3,Other,1,Laboratory Technician,Research & Development,2
1150,0,Male,No,Married,2,Low,4,3,Very High,High,0,5,Life Sciences,2,Research Scientist,Research & Development,0
1151,0,Female,No,Divorced,2,Low,2,2,Low,Very High,0,3,Medical,2,Manufacturing Director,Research & Development,1
1152,0,Male,No,Single,3,Very High,3,3,High,High,0,1,Medical,1,Research Scientist,Research & Development,0
1153,1,Female,Yes,Single,2,Very High,3,4,High,High,1,2,Medical,1,Sales Representative,Sales,0
1154,0,Female,No,Married,4,High,3,3,High,High,0,4,Life Sciences,5,Manager,Human Resources,1
1155,0,Male,No,Divorced,3,High,4,3,Medium,High,0,2,Medical,2,Laboratory Technician,Research & Development,1
1156,0,Female,No,Married,1,High,4,3,Medium,High,0,3,Life Sciences,3,Manufacturing Director,Research & Development,2
1157,0,Female,No,Married,3,High,4,3,High,High,Non-Travel,4,Life Sciences,2,Healthcare Representative,Research & Development,1
1158,0,Male,No,Married,3,High,1,2,High,High,0,3,Life Sciences,2,Manufacturing Director,Research & Development,3
1159,0,Female,No,Single,1,High,4,1,High,High,1,3,Medical,2,Manufacturing Director,Research & Development,0
1160,0,Female,No,Divorced,4,Very High,1,3,Medium,High,0,2,Other,2,Manufacturing Director,Research & Development,2
1161,0,Female,Yes,Married,4,High,4,4,Medium,High,0,2,Medical,3,Manufacturing Director,Research & Development,1
1162,1,Male,No,Married,4,Low,3,3,Medium,High,0,3,Medical,3,Sales Executive,Sales,0
1163,0,Female,No,Married,2,Medium,1,1,High,High,0,3,Medical,1,Research Scientist,Research & Development,1
1164,0,Female,Yes,Single,3,Very High,4,2,High,High,0,3,Life Sciences,3,Manufacturing Director,Research & Development,0
1165,0,Male,Yes,Married,1,Very High,3,3,High,High,1,5,Human Resources,2,Human Resources,Human Resources,0
1166,0,Male,No,Married,3,Very High,2,3,Medium,Very High,1,5,Medical,4,Manager,Research & Development,1
1167,1,Male,Yes,Divorced,1,Very High,4,2,Low,High,0,2,Medical,2,Sales Executive,Sales,2
1168,0,Female,Yes,Single,1,Very High,3,3,High,High,1,1,Technical Degree,1,Research Scientist,Research & Development,0
1169,0,Female,No,Married,2,High,1,3,Very High,High,0,3,Medical,1,Research Scientist,Research & Development,0
1170,0,Male,No,Single,4,Very High,3,2,High,High,1,3,Medical,1,Research Scientist,Research & Development,0
1171,1,Male,Yes,Single,1,Low,2,1,High,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,0
1172,0,Male,No,Single,3,High,3,3,Medium,High,0,3,Medical,2,Sales Executive,Sales,0
1173,0,Female,No,Married,2,Low,3,3,High,High,0,4,Life Sciences,3,Healthcare Representative,Research & Development,2
1174,0,Male,No,Divorced,4,High,3,3,Very High,High,1,1,Life Sciences,2,Manufacturing Director,Research & Development,2
1175,0,Male,No,Married,4,Medium,3,3,High,Very High,0,3,Medical,2,Manufacturing Director,Research & Development,0
1176,0,Female,No,Married,1,Medium,2,3,High,High,0,4,Other,4,Research Director,Research & Development,2
1177,0,Female,No,Divorced,4,Low,3,3,Medium,High,0,5,Life Sciences,3,Research Director,Research & Development,3
1178,0,Female,No,Single,3,High,1,3,High,High,0,3,Medical,1,Sales Representative,Sales,0
1179,0,Female,No,Divorced,4,Medium,3,3,High,High,0,3,Life Sciences,2,Research Scientist,Research & Development,1
1180,0,Male,No,Single,1,Medium,3,3,High,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,0
1181,0,Female,Yes,Married,3,High,2,3,Medium,High,0,1,Life Sciences,4,Healthcare Representative,Research & Development,1
1182,0,Female,No,Married,4,High,3,3,Medium,High,Non-Travel,4,Medical,2,Manufacturing Director,Research & Development,0
1183,0,Male,No,Divorced,4,Low,1,3,Very High,Very High,0,2,Life Sciences,2,Healthcare Representative,Research & Development,1
1184,0,Female,No,Married,2,High,3,3,High,Very High,0,5,Medical,4,Manager,Research & Development,1
1185,0,Male,No,Married,3,High,1,3,Medium,Very High,0,2,Life Sciences,4,Research Director,Research & Development,1
1186,1,Male,Yes,Single,4,Very High,1,4,High,Very High,1,4,Other,2,Sales Executive,Sales,0
1187,0,Male,No,Married,4,Very High,4,4,High,High,1,3,Life Sciences,2,Research Scientist,Research & Development,2
1188,0,Male,Yes,Divorced,1,Medium,2,2,Medium,High,0,3,Medical,2,Sales Executive,Sales,1
1189,0,Male,No,Divorced,4,Very High,3,3,High,High,0,4,Medical,2,Sales Executive,Sales,2
1190,0,Male,No,Divorced,4,Medium,3,2,High,High,0,3,Medical,2,Research Scientist,Research & Development,2
1191,0,Female,No,Married,1,Very High,1,3,High,High,0,4,Life Sciences,2,Sales Executive,Sales,2
1192,0,Female,Yes,Divorced,4,Low,2,2,High,High,0,3,Medical,1,Laboratory Technician,Research & Development,1
1193,0,Female,No,Single,4,Medium,2,3,Medium,Very High,1,3,Medical,1,Laboratory Technician,Research & Development,0
1194,0,Female,No,Divorced,2,Medium,3,3,Very High,High,0,4,Life Sciences,4,Manager,Sales,3
1195,0,Male,No,Single,3,High,1,3,High,High,0,3,Life Sciences,4,Manager,Research & Development,0
1196,0,Male,Yes,Single,4,High,4,3,High,High,0,2,Life Sciences,3,Sales Executive,Sales,0
1197,0,Male,No,Single,4,Low,1,3,High,High,0,1,Life Sciences,1,Sales Representative,Sales,0
1198,0,Female,Yes,Divorced,3,Very High,3,3,High,Very High,Non-Travel,3,Life Sciences,2,Sales Executive,Sales,1
1199,0,Male,No,Married,1,High,2,2,High,High,0,4,Life Sciences,2,Healthcare Representative,Research & Development,2
1200,0,Female,Yes,Divorced,3,Very High,1,3,High,High,0,3,Life Sciences,1,Human Resources,Human Resources,3
1201,1,Male,Yes,Single,4,High,1,3,Medium,High,0,1,Medical,1,Laboratory Technician,Research & Development,0
1202,0,Female,No,Married,4,High,4,2,High,High,0,2,Medical,1,Laboratory Technician,Research & Development,1
1203,0,Male,No,Married,2,Very High,3,3,Very High,High,0,4,Medical,3,Healthcare Representative,Research & Development,0
1204,1,Female,Yes,Married,4,High,3,3,High,High,1,2,Medical,1,Sales Representative,Sales,2
1205,1,Male,No,Single,4,Medium,1,3,High,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,0
1206,0,Male,No,Single,4,Very High,3,3,High,Very High,Non-Travel,3,Medical,1,Laboratory Technician,Research & Development,0
1207,0,Male,No,Divorced,1,Medium,4,3,Medium,High,0,3,Technical Degree,1,Research Scientist,Research & Development,1
1208,0,Male,No,Married,2,Very High,3,4,Medium,High,0,2,Medical,2,Laboratory Technician,Research & Development,1
1209,0,Male,No,Divorced,3,Very High,3,4,Low,Very High,0,4,Medical,3,Healthcare Representative,Research & Development,1
1210,0,Male,No,Married,2,Medium,4,3,Very High,High,0,3,Medical,1,Laboratory Technician,Research & Development,3
1211,0,Male,No,Divorced,3,Very High,3,2,Low,High,1,4,Medical,2,Sales Executive,Sales,2
1212,0,Female,No,Married,2,Very High,2,3,Medium,High,0,3,Life Sciences,1,Research Scientist,Research & Development,0
1213,1,Male,Yes,Divorced,3,Very High,2,3,High,Very High,0,3,Life Sciences,1,Sales Representative,Sales,1
1214,0,Female,Yes,Married,3,Very High,2,3,Very High,High,0,3,Life Sciences,3,Healthcare Representative,Research & Development,1
1215,0,Male,Yes,Single,1,Very High,3,4,Medium,High,1,4,Medical,1,Research Scientist,Research & Development,0
1216,0,Male,Yes,Married,4,Very High,1,3,High,High,0,3,Medical,2,Sales Executive,Sales,1
1217,0,Male,No,Married,3,High,4,3,Very High,High,0,3,Medical,1,Research Scientist,Research & Development,1
1218,0,Male,No,Single,4,High,2,3,High,High,0,3,Marketing,3,Sales Executive,Sales,0
1219,0,Female,No,Married,4,High,3,3,High,High,0,4,Medical,1,Laboratory Technician,Research & Development,1
1220,0,Female,No,Single,3,Very High,3,2,High,High,0,4,Life Sciences,2,Sales Representative,Sales,0
1221,0,Male,No,Married,3,High,4,2,Medium,Very High,Non-Travel,1,Life Sciences,3,Healthcare Representative,Research & Development,1
1222,1,Male,No,Married,4,High,3,3,Low,High,0,1,Human Resources,1,Human Resources,Human Resources,1
1223,1,Male,No,Married,3,High,3,1,Low,High,1,3,Life Sciences,4,Sales Executive,Sales,0
1224,0,Male,No,Married,4,High,3,4,Low,High,0,4,Medical,1,Laboratory Technician,Research & Development,3
1225,0,Female,No,Single,4,Medium,3,3,Medium,High,0,2,Technical Degree,4,Research Director,Research & Development,0
1226,0,Male,No,Married,1,High,1,2,High,High,1,3,Life Sciences,1,Research Scientist,Research & Development,1
1227,0,Male,No,Married,2,High,4,4,High,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,1
1228,0,Male,No,Married,3,Medium,2,3,Low,High,Non-Travel,3,Human Resources,2,Human Resources,Human Resources,1
1229,0,Female,Yes,Married,2,Low,2,3,High,High,0,2,Life Sciences,2,Manufacturing Director,Research & Development,1
1230,0,Male,No,Divorced,2,Low,2,4,High,High,0,1,Medical,1,Laboratory Technician,Research & Development,3
1231,0,Male,No,Single,3,Medium,4,3,High,High,0,4,Life Sciences,2,Healthcare Representative,Research & Development,0
1232,0,Male,No,Married,4,High,2,3,High,High,0,4,Life Sciences,2,Manufacturing Director,Research & Development,1
1233,0,Male,No,Married,2,Very High,2,2,High,High,0,1,Life Sciences,1,Research Scientist,Research & Development,1
1234,0,Male,No,Married,3,Medium,4,1,High,High,Non-Travel,4,Marketing,2,Sales Executive,Sales,1
1235,0,Male,Yes,Divorced,3,Very High,2,2,High,High,0,3,Life Sciences,3,Sales Executive,Sales,1
1236,1,Male,Yes,Divorced,2,Low,2,3,Medium,High,0,5,Marketing,2,Sales Executive,Sales,3
1237,1,Male,No,Single,1,Medium,2,3,Low,High,0,2,Life Sciences,2,Sales Executive,Sales,0
1238,0,Female,No,Single,3,Medium,3,1,High,High,0,1,Medical,1,Laboratory Technician,Research & Development,0
1239,0,Female,No,Single,4,Very High,4,2,High,Very High,1,1,Technical Degree,2,Manufacturing Director,Research & Development,0
1240,0,Male,Yes,Married,4,Very High,4,3,High,High,Non-Travel,3,Life Sciences,2,Laboratory Technician,Research & Development,1
1241,0,Male,No,Married,4,High,3,1,Low,High,0,3,Life Sciences,3,Sales Executive,Sales,1
1242,0,Male,No,Single,2,Medium,2,2,High,High,0,4,Medical,5,Manager,Sales,0
1243,0,Female,No,Married,3,High,3,4,Low,Very High,0,3,Life Sciences,3,Human Resources,Human Resources,2
1244,0,Female,No,Single,4,Low,4,3,Medium,High,1,4,Technical Degree,1,Research Scientist,Research & Development,0
1245,0,Male,No,Married,1,Very High,4,3,High,High,1,3,Medical,1,Human Resources,Human Resources,1
1246,1,Female,No,Divorced,3,Very High,3,2,Medium,High,1,3,Human Resources,1,Human Resources,Human Resources,1
1247,0,Male,No,Married,1,High,3,3,High,High,0,3,Technical Degree,2,Sales Executive,Sales,1
1248,0,Female,No,Single,3,Very High,3,2,High,High,0,3,Medical,1,Research Scientist,Research & Development,0
1249,1,Female,No,Single,2,Medium,3,3,Low,High,0,3,Marketing,1,Sales Representative,Sales,0
1250,0,Male,Yes,Single,4,High,4,4,Very High,High,1,3,Life Sciences,2,Healthcare Representative,Research & Development,0
1251,0,Male,No,Divorced,3,Low,1,3,Medium,High,0,2,Marketing,3,Sales Executive,Sales,1
1252,0,Male,Yes,Married,4,Very High,1,3,Very High,High,0,4,Medical,1,Research Scientist,Research & Development,3
1253,0,Female,No,Single,4,Medium,4,2,High,High,Non-Travel,3,Marketing,2,Sales Executive,Sales,0
1254,0,Female,No,Single,4,Very High,3,4,High,High,0,4,Marketing,2,Sales Executive,Sales,0
1255,1,Female,Yes,Single,1,Low,3,2,High,Very High,0,3,Life Sciences,3,Sales Executive,Sales,0
1256,0,Female,No,Married,3,Medium,2,2,Medium,High,1,2,Medical,1,Laboratory Technician,Research & Development,1
1257,1,Male,No,Married,1,High,1,3,High,High,0,4,Marketing,3,Sales Executive,Sales,3
1258,0,Female,No,Divorced,4,Low,3,3,Medium,High,0,3,Technical Degree,1,Research Scientist,Research & Development,1
1259,0,Male,No,Married,3,High,3,3,Very High,High,0,3,Life Sciences,2,Healthcare Representative,Research & Development,1
1260,0,Male,No,Single,2,Medium,2,3,High,High,Non-Travel,4,Technical Degree,1,Research Scientist,Research & Development,0
1261,0,Male,Yes,Married,2,Very High,3,3,Low,High,0,3,Medical,2,Healthcare Representative,Research & Development,1
1262,1,Male,Yes,Married,3,High,4,3,Medium,High,1,3,Technical Degree,1,Research Scientist,Research & Development,1
1263,0,Male,No,Divorced,2,Medium,2,2,High,Very High,0,3,Medical,1,Laboratory Technician,Research & Development,3
1264,0,Male,No,Married,3,Low,2,3,Medium,High,0,3,Medical,5,Research Director,Research & Development,3
1265,0,Male,No,Divorced,4,Medium,4,2,High,High,Non-Travel,3,Technical Degree,2,Research Scientist,Research & Development,2
1266,0,Male,No,Divorced,3,Low,2,3,High,Very High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,2
1267,0,Male,Yes,Divorced,4,High,3,3,High,High,Non-Travel,3,Life Sciences,2,Sales Executive,Sales,1
1268,0,Female,Yes,Married,1,High,4,2,Medium,Very High,Non-Travel,4,Medical,4,Manufacturing Director,Research & Development,3
1269,0,Male,No,Single,2,Very High,2,3,High,High,0,3,Life Sciences,1,Human Resources,Human Resources,0
1270,0,Female,No,Single,4,Very High,1,3,Low,High,0,2,Life Sciences,2,Sales Executive,Sales,0
